URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://ehealth.sundhed.dk/vs/observation-codes,3.3.0,active,,ObservationCodes,Observation Codes,"Observation codes value set.",,"Internal"
http://ehealth.sundhed.dk/vs/oio-bpp-roles,3.3.0,active,,OIOBPPRoles,OIO BPP Roles,"OIO BPP roles.",,"Internal"
http://ehealth.sundhed.dk/vs/oio-organization-type,3.3.0,active,,OIOOrganizationType,OIO Organization Type,"Value set used for indicating the organization type for organizations from OIO / STS-ORG",,"Internal"
http://ehealth.sundhed.dk/vs/organization-relation-type,3.3.0,active,,OrganizationRelationType,Organization Relation Type,"How Organizations are related.",,"Internal"
http://ehealth.sundhed.dk/vs/organization-source,3.3.0,active,,OrganizationSource,Organization Source,"Value set used for indicating the organization source",,"Internal"
http://ehealth.sundhed.dk/vs/organization-specialty,3.3.0,active,,OrganizationSpecialty,Organization Specialty,"Value set used for indicating the specialty for organizations.",,
http://ehealth.sundhed.dk/vs/organization-synchronization-status,3.3.0,active,,OrganizationSynchronizationStatus,Organization Synchronization Status,"Value set used for indicating the organization synchronization status",,"Internal"
http://ehealth.sundhed.dk/vs/organization-type,3.3.0,active,,OrganizationType,Organization Type,"Value set used for indicating the organization type",,
http://ehealth.sundhed.dk/vs/overviewUsageMode,3.3.0,active,,OverviewUsageMode,Overview Usage Mode,"Whether the element should appear in overview modes of operation.",,"Internal"
http://ehealth.sundhed.dk/vs/participant-function,3.3.0,active,,ParticipantFunction,Participant Function,"The function of the participant (primay / secondary contact).",,"Internal"
http://ehealth.sundhed.dk/vs/plandefinition-recommendation,3.3.0,active,,PlanDefinitionRecommendation,PlanDefinition Recommendation,"Value set of plan definition recommendation codes.",,"Internal"
http://ehealth.sundhed.dk/vs/practice-setting-codes,3.3.0,active,,PracticeSettingCodes,Practice Setting Codes,"Value set used for indicating the specialty for organizations.",,
http://ehealth.sundhed.dk/vs/priority,3.3.0,active,,Priority,Priority,"Practitioner roles",,"Internal"
http://ehealth.sundhed.dk/vs/quality-types,3.3.0,active,,QualityTypes,Quality Types,"Types of quality; e.g. situation quality, usability quality, device quality.",,"Internal"
http://ehealth.sundhed.dk/vs/questionnaire-elements,3.3.0,active,,Questionnaire_Elements,Questionnaire Elements,"Types of questionnaire elements; e.g. group, question, answer.",,"Internal"
http://ehealth.sundhed.dk/vs/questionnaire-item-control,3.3.0,active,,QuestionnaireItemControl,Questionnaire Item Control,"Questionnaire Item Control value set.",,"hl7.fhir.uv.extensions.r4"
http://ehealth.sundhed.dk/vs/questionnaire-item-image-format,3.3.0,active,,QuestionnaireItemImageFormat,Questionnaire Item Image Format,"Questionnaire item image format value set.",,"Other"
http://ehealth.sundhed.dk/vs/questionnaire-item-significance-indicator,3.3.0,active,,QuestionnaireItemSignificanceIndicator,Questionnaire Item Significance Indicator,"Questionnaire Significance Item Indicator value set.",,"Internal"
http://ehealth.sundhed.dk/vs/questionnaire-recommendation,3.3.0,active,,QuestionnaireRecommendation,QuestionnaireRecommendation,"Value set of questionnaire recommendation codes.",,"Internal"
http://ehealth.sundhed.dk/vs/questionnaire-types,3.3.0,active,,QuestionnaireTypes,Questionnaire Types,"Questionnaire type value set.",,"SCT,Internal"
http://ehealth.sundhed.dk/vs/reference-range-type,3.3.0,active,,ReferenceRangeType,Reference Range Type,"Reference Range type value set.",,"Internal,THO"
http://ehealth.sundhed.dk/vs/regional-subdivision-codes,3.3.0,active,,RegionalSubdivisionCodes,null,"Subdivision codes (Regional codes) used in Denmark",,"Internal"
http://ehealth.sundhed.dk/vs/relatedperson-relationshiptype,3.3.0,active,,RelationshipTypes,null,"A set of codes that can be used to indicate the relationship between a Patient and a Related Person used in Denmark",,"THO (V3)"
http://ehealth.sundhed.dk/vs/resolved-timing-type,3.3.0,active,,ResolvedTimingType,Resolved Timing Type,"Value set for resolved timing type.",,"Internal"
http://ehealth.sundhed.dk/vs/restriction-category,3.3.0,active,,RestrictionCategory,Restriction Category,"Value set for restriction category.",,"Internal"
http://ehealth.sundhed.dk/vs/situation-quality,3.3.0,active,,SituationQuality,Situation Quality,"Value set of hierarchical codes stating the quality of a measurement situation.",,"Internal"
http://ehealth.sundhed.dk/vs/sor-organization-specialty,3.3.0,active,,SorOrganizationSpecialty,SorOrganizationSpecialty,"Value set used for indicating the specialty for organizations from Sor",,"SCT,Internal"
http://ehealth.sundhed.dk/vs/sor-organization-type,3.3.0,active,,SorOrganizationType,SorOrganizationType,"Value set used for indicating the organization type for organizations from Sor",,"SCT,Internal"
http://ehealth.sundhed.dk/vs/task-category,3.3.0,active,,TaskCategory,Task Category,"Value set for task category.",,"Internal"
http://ehealth.sundhed.dk/vs/topic-type,3.3.0,active,,TopicType,Topic Type,"Topic types.",,"Internal,THO"
http://ehealth.sundhed.dk/vs/trigger-behavior,3.3.0,active,,TriggerBehavior,Trigger Behavior,"Trigger behavior",,"hl7.fhir.r4.core"
http://ehealth.sundhed.dk/vs/trigger-enablement-code,3.3.0,active,,triggerEnablementCode,Trigger Enablement Code,"ServiceRequest trigger enablement value set.",,"Internal"
http://ehealth.sundhed.dk/vs/usage-quality,3.3.0,active,,UsageQuality,Usage Quality,"Value set of hierarchical codes stating the quality of the user's operation of a device/ability to qualify questionnaire answers.",,"Internal"
http://ehealth.sundhed.dk/vs/view-for-type,3.3.0,active,,ViewType,View For Type,"View for types",,"hl7.fhir.r4.core"
http://ehealth.sundhed.dk/vs/view-type,3.3.0,active,,ViewType,View Type,"View types",,"Internal"
http://kl.dk/fhir/common/caresocial/ValueSet/KLConditionCodesNursing,3.3.0,active,,KLConditionCodesNursing,KLTilstandeKoderSygepleje,"Danish municipality nursing condition codes",,"Internal"
http://sundhedsdatastyrelsen.dk/terminologi/dk-ihe-classcode-vs,3.3.0,active,,DK_IHE_ClassCode_VS,DK_IHE_ClassCode_VS,"Value set for the classCode attribute.",,"Internal"
http://sundhedsdatastyrelsen.dk/terminologi/dk-ihe-eventcodelists-vs,3.3.0,active,,DK_IHE_EventCodeLists_VS,DK_IHE_EventCodeLists_VS,"Event codes used in DK IHE Document sharing. The codes shall be NPU or procedure codes used in the Danish health care systems.",,"Internal"
http://sundhedsdatastyrelsen.dk/terminologi/dk-ihe-formatcode-vs,3.3.0,active,,DK_IHE_FormatCode_VS,DK_IHE_FormatCode_VS,"Value set for document format code used in national Document sharing.",,"Internal"
http://sundhedsdatastyrelsen.dk/terminologi/dk-ihe-healthcarefacilitytypecode-vs,3.3.0,active,,DK_IHE_HealthcareFacilityTypeCode_VS,DK_IHE_HealthcareFacilityTypeCode_VS,"Allowed value set for healthcare facility type code represents the type of organizational setting of the clinical encounter during which the documented act occurred.",,"SCT"
http://sundhedsdatastyrelsen.dk/terminologi/dk-ihe-practicesettingcode-vs,3.3.0,active,,DK_IHE_practiceSettingCode_VS,DK_IHE_practiceSettingCode_VS,"Values used for the document metadata attribute practiceSettingCode, which is an attribute specifying the clinical specialty where the act that resulted in the document was performed (e.g., Family Practice, Laboratory, Radiology). The value set is based on a subset of the code list from the SOR lookup table 'SOR-Enhedstyper' (http://sor.sundhedsstyrelsen.dsdn.dk/lookupdata/#EntityTypes, accessable on Sundhedsdatanettet (SDN)), which is based on SNOMED codes.",,"SCT"
http://sundhedsdatastyrelsen.dk/terminologi/dk-ihe-typecode-vs,3.3.0,active,,DK_IHE_TypeCode_VS,DK_IHE_TypeCode_VS,"Value set for the typeCode attribute. The typeCode specifies the precise type of document from the user perspective. The granularity of typeCode is finer grained than its superior classCode.",,"Internal,LOINC"
