URL,Version,Status,OIDs,Name,Title,Description,Used
http://ehealth.sundhed.dk/cs/fs3-health-knowledge-and-development,4.0.1,active,,FS III, Viden og udvikling,FS III, Viden og udvikling,"FS III, Viden og udvikling","ValueSet/fs3-health"
http://ehealth.sundhed.dk/cs/fs3-health-musculoskeletal,4.0.1,active,,FS III, Bevægeapparat,FS III, Bevægeapparat,"FS III, Bevægeapparat","ValueSet/fs3-health"
http://ehealth.sundhed.dk/cs/fs3-health-nutrition,4.0.1,active,,FS III, Ernæring,FS III, Ernæring,"FS III, Ernæring","ValueSet/fs3-health"
http://ehealth.sundhed.dk/cs/fs3-health-pain-and-sensory-impressions,4.0.1,active,,FS III, Smerter og sanseindtryk,FS III, Smerter og sanseindtryk,"FS III, Smerter og sanseindtryk","ValueSet/fs3-health"
http://ehealth.sundhed.dk/cs/fs3-health-psychosocial-conditions,4.0.1,active,,FS III, Psykosociale forhold,FS III, Psykosociale forhold,"FS III, Psykosociale forhold","ValueSet/fs3-health"
http://ehealth.sundhed.dk/cs/fs3-health-respiration-and-circulation,4.0.1,active,,FS III, Respiration og cirkulation,FS III, Respiration og cirkulation,"FS III, Respiration og cirkulation","ValueSet/fs3-health"
http://ehealth.sundhed.dk/cs/fs3-health-sexuality,4.0.1,active,,FS III, Seksualitet,FS III, Seksualitet,"FS III, Seksualitet","ValueSet/fs3-health"
http://ehealth.sundhed.dk/cs/fs3-health-skin-and-mucous-membranes,4.0.1,active,,FS III, Hud og slimhinder,FS III, Hud og slimhinder,"FS III, Hud og slimhinder","ValueSet/fs3-health"
http://ehealth.sundhed.dk/cs/fs3-health-sleep-and-rest,4.0.1,active,,FS III, Søvn og hvile,FS III, Søvn og hvile,"FS III, Søvn og hvile","ValueSet/fs3-health"
http://ehealth.sundhed.dk/cs/fs3-scores,4.0.1,active,,FS III, niveauer,FS III, niveauer,"FS III, niveauer","ValueSet/competence-percentage-codes"
http://ehealth.sundhed.dk/cs/goal-description,4.0.1,active,,GoalDescription,Goal Description,"Goal Description","ValueSet/ehealth-goal-description"
http://ehealth.sundhed.dk/cs/jurisdiction,4.0.1,active,,Jurisdiction,Jurisdiction,"Jurisdiction","ValueSet/ehealth-jurisdiction"
http://ehealth.sundhed.dk/cs/library-type,4.0.1,active,,LibraryType,Library Type,"Library Type","ValueSet/ehealth-library-type"
http://ehealth.sundhed.dk/cs/measurement-sharing-approval-policies,4.0.1,active,,SharingApprovalPolicies,Sharing Approval Policies,"Sharing approval policies","ValueSet/ehealth-measurement-sharing-approval-policies"
http://ehealth.sundhed.dk/cs/measurement-sharing-policies,4.0.1,active,,MeasurementSharingPolicies,Measurement Sharing Policies,"Measurement sharing policies","ValueSet/ehealth-measurement-sharing-policies"
http://ehealth.sundhed.dk/cs/media-usage-mode,4.0.1,active,,mediaUsageMode,Media usage mode,"Identifies the what the media resource is used for.","ValueSet/ehealth-media-usage-mode"
http://ehealth.sundhed.dk/cs/message-category,4.0.1,active,,MessageCategory,Message Category,"Message category types","ValueSet/message-category"
http://ehealth.sundhed.dk/cs/message-medium,4.0.1,active,,MessageMedium,Message Medium,"Message medium types","ValueSet/message-medium"
http://ehealth.sundhed.dk/cs/message-reasonCode,4.0.1,active,,MessageReasonCode,Message ReasonCode,"Message ReasonCode","ValueSet/ehealth-message-reasonCode"
http://ehealth.sundhed.dk/cs/modifier-role,4.0.1,active,,ModifierRole,Modifier Role,"Modifier Role","ValueSet/ehealth-modifier-role"
http://ehealth.sundhed.dk/cs/observation-method,4.0.1,active,,observationMethod,Observation Method,"Identifies how an observation is acquired.","ValueSet/ehealth-observation-method"
http://ehealth.sundhed.dk/cs/oio-bpp-roles,4.0.1,active,,OIOBPPRole,OIO-BPP Role,"OIO BPP Role","ConceptMap/oio-bpp-roles-to-careteam-participant-roles,ValueSet/ehealth-oio-bpp-roles"
http://ehealth.sundhed.dk/cs/oio-organization-type,4.0.1,active,,OIOOrganizationType,OIO Organization Type,"Organization types specific for organizations from OIO / STS-ORG","ValueSet/ehealth-oio-organization-type"
http://ehealth.sundhed.dk/cs/organization-relation-type,4.0.1,active,,OrganizationRelationType,Organization Relation Type,"Organization Relation Type","ValueSet/ehealth-organization-relation-type"
http://ehealth.sundhed.dk/cs/organization-source,4.0.1,active,,OrganizationSource,Organization Source,"Organization source type","ValueSet/ehealth-organization-source"
http://ehealth.sundhed.dk/cs/organization-synchronization-status,4.0.1,active,,OrganizationSynchronizationStatus,Organization Synchronization Status,"Organization synchronization status type","ValueSet/ehealth-organization-synchronization-status"
http://ehealth.sundhed.dk/cs/overviewUsageMode,4.0.1,active,,overviewUsageMode,Overview usage mode,"Identifies whether the specified element and/or results of the element should appear in overview or table presentation.","ValueSet/ehealth-overviewUsageMode"
http://ehealth.sundhed.dk/cs/participant-function,4.0.1,active,,ParticipantFunction,Participant Function,"Participant Function.","ValueSet/participant-function"
http://ehealth.sundhed.dk/cs/percentage-codes,4.0.1,active,,Integer percentage codes,Integer percentage codes,"Integer percentage codes 0-100","ValueSet/competence-percentage-codes"
http://ehealth.sundhed.dk/cs/plandefinition-recommendation,4.0.1,active,,PlanDefinitionRecommendation,PlanDefinition Recommendation,"Plan Definition Recommendation","ValueSet/ehealth-plandefinition-recommendation"
http://ehealth.sundhed.dk/cs/priority,4.0.1,active,,Priority,Priority,"Priority","ValueSet/ehealth-priority"
http://ehealth.sundhed.dk/cs/quality-types,4.0.1,active,,QualityTypes,Quality Types,"Quality Types","ValueSet/ehealth-quality-types"
http://ehealth.sundhed.dk/cs/questionnaire-elements,4.0.1,active,,Questionnaire_Elements,Questionnaire Elements,"Questionnaire elements","ValueSet/ehealth-questionnaire-elements"
http://ehealth.sundhed.dk/cs/questionnaire-item-significance-indicator,4.0.1,active,,QuestionnaireItemSignificanceIndicator,Questionnaire Item Significance Indicator,"Questionnaire Item Significance Indicator","ValueSet/ehealth-questionnaire-significance-indicator"
http://ehealth.sundhed.dk/cs/questionnaire-recommendation,4.0.1,active,,QuestionnaireRecommendation,Questionnaire Recommendation,"Questionnaire Recommendation","ValueSet/ehealth-questionnaire-recommendation"
http://ehealth.sundhed.dk/cs/questionnaire-types,4.0.1,active,"1.2.208.999.9.9",QuestionnaireTypes,Questionnaire Types,"Questionnaire Types","ValueSet/ehealth-questionnaire-types"
http://ehealth.sundhed.dk/cs/reference-range-type,4.0.1,active,"1.2.208.176.7.200.1",ReferenceRangeType,Reference Range Type,"Reference Range Type","ValueSet/ehealth-clinicalimpression-finding-codes,ValueSet/ehealth-reference-range-type"
http://ehealth.sundhed.dk/cs/resolved-timing-type,4.0.1,active,,ResolvedTimingType,Resolved Timing Type,"Resolved Timing Type","ValueSet/resolved-timing-type"
http://ehealth.sundhed.dk/cs/restriction-category,4.0.1,active,,RestrictionCategory,Restriction Category,"Restriction Category","ValueSet/ehealth-restriction-category"
http://ehealth.sundhed.dk/cs/situation-quality,4.0.1,active,,SituationQuality,Situation Quality,"Codes stating the quality of a measurement situation","ValueSet/ehealth-situation-quality"
http://ehealth.sundhed.dk/cs/sor-organization-specialty,4.0.1,active,,SorOrganizationSpecialty,SOR Organization Specialty,"Organization specialties specific for organizations from Sor","ValueSet/sor-organization-specialty"
http://ehealth.sundhed.dk/cs/sor-organization-type,4.0.1,active,,SorOrganizationType,SOR Organization Type,"Organization types specific for organizations from Sor","ValueSet/ehealth-facility-type-codes,ValueSet/ehealth-sor-organization-type"
http://ehealth.sundhed.dk/cs/task-category,4.0.1,active,,TaskCategory,Task Category,"Task Category","ValueSet/ehealth-task-category,ValueSet/ehealth-message-reasonCode"
http://ehealth.sundhed.dk/cs/thumbnail-size-category,4.0.1,active,,ThumbnailSize,Thumbnail Size Category,"Thumbnail size is a code system for the sizes of low resolution media representations.","ValueSet/ehealth-thumbnail-size-category"
http://ehealth.sundhed.dk/cs/thumbnail-status,4.0.1,active,,ThumbnailStatus,Thumbnail status,"Thumbnail status is a code system for the status of low resolution media representations.","ValueSet/ehealth-thumbnail-status"
http://ehealth.sundhed.dk/cs/topic-type,4.0.1,active,,TopicType,Topic Type,"Topic type","ValueSet/ehealth-topic-type"
http://ehealth.sundhed.dk/cs/trigger-enablement-code,4.0.1,active,,TriggerEnablementCode,Trigger Enablement Code,"Trigger Enablement Code","ValueSet/ehealth-trigger-enablement-code"
http://ehealth.sundhed.dk/cs/usage-quality,4.0.1,active,,UsageQuality,Usage Quality,"Quality codes for usage or operating of measuring device","ValueSet/ehealth-usage-quality"
http://ehealth.sundhed.dk/cs/view-type,4.0.1,active,,ViewType,View types,"View types","ValueSet/ehealth-view-type"
http://hl7.dk/fhir/core/CodeSystem/DkCoreProfessionGroupCodes,1.1.0,active,,DkCoreProfessionGroupCodes,dk-profession-groups-codes,"DK health ProfessionGroup codes as defined by https://www.retsinformation.dk/eli/lta/2019/731, and derived from http://autregwebservice.sst.dk/autregservice.asmx/GetAllProfessionGroups. Code (5176) was not uniqe, and have been converted to 5176a and 5176b","ValueSet/DkCoreProfessionGroupValueSet"
http://hl7.dk/fhir/core/CodeSystem/dk-marital-status,1.1.0,active,,DK Marital Status Codes,,"DK marital statuses","ValueSet/dk-marital-status"
http://hl7.org/fhir/CodeSystem/task-code,4.0.1,active,"2.16.840.1.113883.4.642.4.1397",TaskCode,Task Codes,"Codes indicating the type of action that is expected to be performed","ValueSet/task-code"
http://hl7.org/fhir/FHIR-version,4.0.1,active,"2.16.840.1.113883.4.642.4.1310",FHIRVersion,FHIRVersion,"All published FHIR Versions.","ValueSet/FHIR-version"
http://hl7.org/fhir/action-cardinality-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.4.808",ActionCardinalityBehavior,ActionCardinalityBehavior,"Defines behavior for an action or a group for how many times that item may be repeated.","ValueSet/action-cardinality-behavior"
http://hl7.org/fhir/action-condition-kind,4.0.1,draft,"2.16.840.1.113883.4.642.4.816",ActionConditionKind,ActionConditionKind,"Defines the kinds of conditions that can appear on actions.","ValueSet/action-condition-kind"
http://hl7.org/fhir/action-grouping-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.4.800",ActionGroupingBehavior,ActionGroupingBehavior,"Defines organization behavior of a group.","ValueSet/action-grouping-behavior"
http://hl7.org/fhir/action-participant-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.812",ActionParticipantType,ActionParticipantType,"The type of participant for the action.","ValueSet/action-participant-type"
http://hl7.org/fhir/action-precheck-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.4.806",ActionPrecheckBehavior,ActionPrecheckBehavior,"Defines selection frequency behavior for an action or group.","ValueSet/action-precheck-behavior"
http://hl7.org/fhir/action-relationship-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.814",ActionRelationshipType,ActionRelationshipType,"Defines the types of relationships between actions.","ValueSet/action-relationship-type"
http://hl7.org/fhir/action-required-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.4.804",ActionRequiredBehavior,ActionRequiredBehavior,"Defines expectations around whether an action or action group is required.","ValueSet/action-required-behavior"
http://hl7.org/fhir/action-selection-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.4.802",ActionSelectionBehavior,ActionSelectionBehavior,"Defines selection behavior of a group.","ValueSet/action-selection-behavior,ValueSet/ehealth-trigger-behavior"
http://hl7.org/fhir/address-type,4.0.1,active,"2.16.840.1.113883.4.642.4.70",AddressType,AddressType,"The type of an address (physical / postal).","ValueSet/address-type"
http://hl7.org/fhir/address-use,4.0.1,active,"2.16.840.1.113883.4.642.4.68",AddressUse,AddressUse,"The use of an address.","ValueSet/address-use"
http://hl7.org/fhir/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.4.2",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","ValueSet/administrative-gender"
http://hl7.org/fhir/appointmentstatus,4.0.1,draft,"2.16.840.1.113883.4.642.4.485",AppointmentStatus,AppointmentStatus,"The free/busy status of an appointment.","ValueSet/appointmentstatus"
http://hl7.org/fhir/audit-event-action,4.0.1,draft,"2.16.840.1.113883.4.642.4.453",AuditEventAction,AuditEventAction,"Indicator for type of action performed during the event that generated the event.","ValueSet/audit-event-action"
http://hl7.org/fhir/audit-event-outcome,4.0.1,draft,"2.16.840.1.113883.4.642.4.455",AuditEventOutcome,AuditEventOutcome,"Indicates whether the event succeeded or failed.","ValueSet/audit-event-outcome"
http://hl7.org/fhir/care-plan-activity-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.147",CarePlanActivityStatus,CarePlanActivityStatus,"Codes that reflect the current state of a care plan activity within its overall life cycle.","ValueSet/care-plan-activity-status"
http://hl7.org/fhir/care-team-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.154",CareTeamStatus,CareTeamStatus,"Indicates the status of the care team.","ValueSet/care-team-status"
http://hl7.org/fhir/composition-attestation-mode,4.0.1,draft,"2.16.840.1.113883.4.642.4.239",CompositionAttestationMode,CompositionAttestationMode,"The way in which a person authenticated a composition.","ValueSet/composition-attestation-mode"
http://hl7.org/fhir/composition-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.242",CompositionStatus,CompositionStatus,"The workflow/clinical status of the composition.","ValueSet/composition-status"
http://hl7.org/fhir/consent-data-meaning,4.0.1,draft,"2.16.840.1.113883.4.642.4.760",ConsentDataMeaning,ConsentDataMeaning,"How a resource reference is interpreted when testing consent restrictions.","ValueSet/consent-data-meaning"
http://hl7.org/fhir/consent-provision-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.758",ConsentProvisionType,ConsentProvisionType,"How a rule statement is applied, such as adding additional consent or removing consent.","ValueSet/consent-provision-type"
http://hl7.org/fhir/consent-state-codes,4.0.1,draft,"2.16.840.1.113883.4.642.4.756",ConsentState,ConsentState,"Indicates the state of the consent.","ValueSet/consent-state-codes"
http://hl7.org/fhir/contact-point-system,4.0.1,active,"2.16.840.1.113883.4.642.4.72",ContactPointSystem,ContactPointSystem,"Telecommunications form for contact point.","ValueSet/contact-point-system"
http://hl7.org/fhir/contact-point-use,4.0.1,active,"2.16.840.1.113883.4.642.4.74",ContactPointUse,ContactPointUse,"Use of contact point.","ValueSet/contact-point-use"
http://hl7.org/fhir/data-types,4.0.1,active,,DataType,DataType,"A version specific list of the data types defined by the FHIR specification for use as an element  type (any of the FHIR defined data types).","ConceptMap/conceptmap-obs-code-to-value-type,ValueSet/data-types,ValueSet/defined-types"
http://hl7.org/fhir/days-of-week,4.0.1,active,"2.16.840.1.113883.4.642.4.513",DaysOfWeek,DaysOfWeek,"The days of the week.","ValueSet/days-of-week"
http://hl7.org/fhir/device-nametype,4.0.1,draft,"2.16.840.1.113883.4.642.4.1084",DeviceNameType,DeviceNameType,"The type of name the device is referred by.","ValueSet/device-nametype"
http://hl7.org/fhir/device-statement-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.215",DeviceUseStatementStatus,DeviceUseStatementStatus,"A coded concept indicating the current status of the Device Usage.","ValueSet/device-statement-status"
http://hl7.org/fhir/device-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.210",FHIRDeviceStatus,FHIRDeviceStatus,"The availability status of the device.","ValueSet/device-status"
http://hl7.org/fhir/document-reference-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.8",DocumentReferenceStatus,DocumentReferenceStatus,"The status of the document reference.","ValueSet/document-reference-status"
http://hl7.org/fhir/document-relationship-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.245",DocumentRelationshipType,DocumentRelationshipType,"The type of relationship between documents.","ValueSet/document-relationship-type"
http://hl7.org/fhir/episode-of-care-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.665",EpisodeOfCareStatus,EpisodeOfCareStatus,"The status of the episode of care.","ValueSet/episode-of-care-status"
http://hl7.org/fhir/event-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.110",EventStatus,EventStatus,"Codes identifying the lifecycle stage of an event.","ValueSet/event-status,ValueSet/clinicalimpression-status"
http://hl7.org/fhir/extension-context-type,4.0.1,active,"2.16.840.1.113883.4.642.4.1013",ExtensionContextType,ExtensionContextType,"How an extension context is interpreted.","ValueSet/extension-context-type"
http://hl7.org/fhir/goal-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.272",GoalLifecycleStatus,GoalLifecycleStatus,"Codes that reflect the current state of a goal and whether the goal is still being targeted.","ValueSet/goal-status"
http://hl7.org/fhir/guidance-response-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.818",GuidanceResponseStatus,GuidanceResponseStatus,"The status of a guidance response.","ValueSet/guidance-response-status"
http://hl7.org/fhir/identifier-use,4.0.1,active,"2.16.840.1.113883.4.642.4.58",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","ValueSet/identifier-use"
http://hl7.org/fhir/item-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.445",QuestionnaireItemType,QuestionnaireItemType,"Distinguishes groups from questions and display text and indicates data type for questions.","ValueSet/item-type"
http://hl7.org/fhir/link-type,4.0.1,active,"2.16.840.1.113883.4.642.4.424",LinkType,LinkType,"The type of link between this patient resource and another patient resource.","ValueSet/link-type"
http://hl7.org/fhir/list-mode,4.0.1,draft,"2.16.840.1.113883.4.642.4.319",ListMode,ListMode,"The processing mode that applies to this list.","ValueSet/list-mode"
http://hl7.org/fhir/metric-calibration-state,4.0.1,draft,"2.16.840.1.113883.4.642.4.653",DeviceMetricCalibrationState,DeviceMetricCalibrationState,"Describes the state of a metric calibration.","ValueSet/metric-calibration-state"
http://hl7.org/fhir/metric-calibration-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.651",DeviceMetricCalibrationType,DeviceMetricCalibrationType,"Describes the type of a metric calibration.","ValueSet/metric-calibration-type,ValueSet/ehealth-device-calibration-type"
http://hl7.org/fhir/metric-category,4.0.1,draft,"2.16.840.1.113883.4.642.4.649",DeviceMetricCategory,DeviceMetricCategory,"Describes the category of the metric.","ValueSet/metric-category"
http://hl7.org/fhir/metric-color,4.0.1,draft,"2.16.840.1.113883.4.642.4.655",DeviceMetricColor,DeviceMetricColor,"Describes the typical color of representation.","ValueSet/metric-color"
http://hl7.org/fhir/metric-operational-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.647",DeviceMetricOperationalStatus,DeviceMetricOperationalStatus,"Describes the operational status of the DeviceMetric.","ValueSet/metric-operational-status"
http://hl7.org/fhir/name-use,4.0.1,active,"2.16.840.1.113883.4.642.4.66",NameUse,NameUse,"The use of a human name.","ValueSet/name-use"
http://hl7.org/fhir/network-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.457",AuditEventAgentNetworkType,AuditEventAgentNetworkType,"The type of network access point of this agent in the audit event.","ValueSet/network-type"
http://hl7.org/fhir/observation-status,4.0.1,active,"2.16.840.1.113883.4.642.4.401",ObservationStatus,ObservationStatus,"Codes providing the status of an observation.","ValueSet/observation-status"
http://hl7.org/fhir/participantrequired,4.0.1,draft,"2.16.840.1.113883.4.642.4.489",ParticipantRequired,ParticipantRequired,"Is the Participant required to attend the appointment.","ValueSet/participantrequired"
http://hl7.org/fhir/participationstatus,4.0.1,draft,"2.16.840.1.113883.4.642.4.487",ParticipationStatus,ParticipationStatus,"The Participation status of an appointment.","ValueSet/participationstatus"
http://hl7.org/fhir/provenance-entity-role,4.0.1,draft,"2.16.840.1.113883.4.642.4.437",ProvenanceEntityRole,ProvenanceEntityRole,"How an entity was used in an activity.","ValueSet/provenance-entity-role"
http://hl7.org/fhir/publication-status,4.0.1,active,"2.16.840.1.113883.4.642.4.4",PublicationStatus,PublicationStatus,"The lifecycle status of an artifact.","ValueSet/publication-status"
http://hl7.org/fhir/questionnaire-answers-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.448",QuestionnaireResponseStatus,QuestionnaireResponseStatus,"Lifecycle status of the questionnaire response.","ValueSet/questionnaire-answers-status"
