Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/StructureDefinition-ehealth-actionguidance-for.json	3698	1	0	0	0	0	0	23	0	11	0	0	1	0	0	0	0	0	0	0	208	408	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-actionguidance-type.json	1450	2	0	0	0	0	0	24	0	5	0	0	0	0	0	0	0	0	0	0	72	232	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-actionguidance.json	5525	1	0	0	0	0	0	39	0	12	0	0	0	0	0	0	0	1	0	0	272	387	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-ehealth-activitydefinition.json	7397	2	0	0	0	0	0	94	1	26	0	0	0	0	0	0	0	1	0	0	463	881	0	0	0	9	1	0
fsh-generated/resources/StructureDefinition-ehealth-administrative-status.json	1601	1	0	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	0	85	140	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-answer-Condition.json	3399	2	0	0	0	0	0	11	0	21	0	0	4	0	0	0	0	0	0	0	250	242	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-appointment.json	9304	2	0	0	0	0	0	585	0	20	0	0	1	0	0	0	0	1	0	0	425	608	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-ehealth-assigning-careteam.json	1810	1	1	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0	73	146	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-auditevent.json	528	1	0	0	0	0	0	41	0	9	0	0	0	0	0	0	0	1	0	0	308	556	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-ehealth-base-environment.json	1425	1	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	1	0	0	100	130	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-base.json	1314	2	0	0	0	0	0	7	0	6	0	0	0	0	0	0	0	0	0	0	100	122	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-ehealth-basic-title.json	1272	1	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	60	82	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-careplan-statusHistory.json	2469	2	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	0	142	118	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-careplan-statusschedule.json	2642	1	0	0	0	0	0	7	0	8	0	0	0	0	0	0	0	0	0	0	164	124	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-careplan.json	11933	2	1	0	0	0	0	20	0	24	0	0	0	0	0	0	0	1	0	0	578	869	0	0	0	8	0	0
fsh-generated/resources/StructureDefinition-ehealth-careteam.json	4558	2	0	0	0	0	0	12	0	13	0	0	0	0	0	0	0	1	0	0	301	392	0	1	0	4	0	1
fsh-generated/resources/StructureDefinition-ehealth-clinicalimpression-assessor-organization.json	1640	1	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	65	139	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-clinicalimpression-careplan.json	1621	1	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	63	182	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-clinicalimpression-decision.json	1556	1	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	64	144	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-clinicalimpression-decisionContext.json	1649	2	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	67	108	0	0	0	1	1	0
fsh-generated/resources/StructureDefinition-ehealth-clinicalimpression-mediaInvestigationItem.json	1658	1	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	65	81	0	0	1	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-clinicalimpression-viewInvestigationItem.json	1649	2	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	1	0	0	64	76	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-clinicalimpression.json	9769	2	0	0	0	0	0	13	0	104	0	0	0	0	0	0	0	0	0	0	411	250	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-ehealth-communication-recipientCareTeam.json	1599	1	0	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	0	64	77	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-communication-request.json	2952	1	1	0	0	0	0	22	0	14	0	0	0	0	0	0	0	1	0	0	230	252	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-ehealth-communication-senderCareTeam.json	1575	2	0	0	0	0	0	6	0	11	0	0	0	0	0	0	0	0	0	0	67	79	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-communication.json	6321	2	0	0	0	0	0	24	1	17	0	0	1	0	0	0	0	1	0	0	292	207	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-ehealth-composition-authorOrganization.json	1630	1	0	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0	0	66	78	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-composition.json	4928	1	0	0	0	0	0	30	0	23	0	0	0	0	0	0	0	1	0	0	397	269	0	0	0	11	0	0
fsh-generated/resources/StructureDefinition-ehealth-condition.json	4176	2	0	0	0	0	0	11	0	18	0	0	0	0	0	0	0	0	0	0	307	292	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-ehealth-consent.json	2390	1	0	0	0	0	0	38	0	17	0	0	0	0	0	0	0	1	0	0	308	502	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-ehealth-content.json	1866	2	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0	72	109	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-creator.json	1402	1	0	0	0	0	0	6	0	7	0	0	0	0	0	0	0	0	0	0	63	109	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-definedquestion.json	579	1	0	0	0	0	0	27	0	14	0	0	0	0	0	0	0	1	0	0	300	385	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-ehealth-description.json	1256	2	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	61	128	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-device-privatelyOwned.json	1409	1	0	0	0	0	0	3	0	38	0	0	0	0	0	0	0	0	0	0	62	104	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-device-suppliers.json	3210	2	1	0	0	0	0	4	0	9	0	0	0	0	0	0	0	0	0	0	148	144	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-device.json	3457	1	0	0	0	0	0	9	0	13	0	0	1	0	0	0	0	1	0	0	368	415	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-ehealth-devicemetric-calibrationExpires.json	1446	1	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	1	0	0	62	95	0	0	0	1	1	0
fsh-generated/resources/StructureDefinition-ehealth-devicemetric-properties.json	3490	3	0	0	0	0	0	4	0	10	0	0	0	0	0	0	0	0	0	0	211	168	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-ehealth-devicemetric-qualities.json	2781	1	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	162	197	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-devicemetric-qualityHistory.json	4101	3	0	0	0	0	0	4	0	10	0	0	0	0	0	0	0	1	0	0	240	181	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-devicemetric-templateQualities.json	2972	2	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	164	143	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-devicemetric.json	4210	1	0	0	0	0	0	5	0	9	0	0	0	0	0	0	0	0	0	0	245	208	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-ehealth-deviceusestatement-context.json	1565	2	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	64	87	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-deviceusestatement.json	3761	1	0	0	0	0	0	15	0	14	0	0	0	0	0	0	0	1	0	0	212	253	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-ehealth-documentreference.json	4984	1	0	0	0	0	0	7	0	18	0	0	1	0	0	0	0	0	0	0	348	239	0	1	0	5	0	0
fsh-generated/resources/StructureDefinition-ehealth-employee-title.json	1263	2	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	1	0	0	61	74	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-enableBehavior-conditionId.json	1301	1	0	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	61	69	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-end-meeting-on-end-time.json	1378	1	0	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	62	72	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-episodeofcare-caremanagerOrganization.json	1627	1	1	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	64	80	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-episodeofcare-statusschedule.json	2727	2	0	0	0	0	0	3	0	13	0	0	0	0	0	0	0	0	0	0	145	134	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-ehealth-episodeofcare.json	4560	1	0	0	0	0	0	7	0	15	0	0	0	0	0	0	0	1	0	0	254	296	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-ehealth-ext-careteam.json	1399	1	0	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	64	108	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-external-identifier.json	1424	2	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	61	101	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-ehealth-general-health-condition.json	2945	1	0	0	0	0	0	4	0	12	0	0	0	0	0	0	0	0	0	0	147	150	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-goal.json	2873	2	0	0	0	0	0	29	1	12	0	0	0	0	0	0	0	0	0	0	211	286	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-group-appointment.json	11683	2	0	0	0	0	0	24	0	22	0	0	0	0	0	0	0	1	0	0	471	470	0	0	0	7	1	0
fsh-generated/resources/StructureDefinition-ehealth-group-id.json	1521	1	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	63	100	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-group-videoappointment.json	14433	2	0	0	0	0	0	32	0	17	0	0	0	0	0	0	0	2	0	0	552	435	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-ehealth-guest-pin-code.json	1449	1	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	62	78	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-guidanceresponse-episodeOfCare.json	1431	1	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	62	84	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-guidanceresponse.json	2951	2	0	0	0	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	173	161	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-host-pin-code.json	1548	1	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	64	68	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-intendedAudience.json	1739	1	1	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	64	73	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-itcompetencelevel.json	3261	2	0	0	0	0	0	7	0	10	0	0	0	0	0	0	0	1	0	0	181	162	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-ehealth-legalBasis.json	1340	1	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	62	92	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-library.json	2810	1	0	0	0	0	0	11	0	62	0	0	0	0	0	0	0	0	0	0	268	265	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-ehealth-max-participants.json	1424	2	0	0	0	0	0	4	0	8	0	0	1	0	0	0	0	0	0	0	63	74	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-media.json	5333	1	0	0	0	0	0	12	0	16	0	0	0	0	0	0	0	1	0	0	309	276	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-ehealth-meeting-url.json	1410	2	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	62	77	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-message.json	14477	1	0	0	0	0	0	51	0	17	0	0	0	0	0	0	0	1	0	0	585	410	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-ehealth-modifier-role.json	3089	2	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	1	0	0	147	126	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-nameandaddressprotection.json	1643	2	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	64	82	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-observation.json	5505	1	0	0	0	0	0	11	0	14	0	0	0	0	0	0	0	0	0	0	419	355	0	0	0	6	1	0
fsh-generated/resources/StructureDefinition-ehealth-on-behalf-of.json	1433	1	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	1	0	0	79	82	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-ehealth-organization-cvrNumber.json	1480	2	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	80	78	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-organization-municipalityCode.json	1488	1	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	79	106	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-organization-providerIdentifier.json	1872	1	1	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	76	92	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-organization-regionCode.json	1334	2	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	62	72	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-organization-relatedTo.json	3573	1	0	0	0	0	0	4	0	47	0	0	0	0	0	0	0	0	0	0	187	132	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-organization-source.json	1461	1	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	63	89	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-organization-specialty.json	1488	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	64	72	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-organization-synchronizationStatus.json	1601	2	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	66	95	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-organization-telecomCustodian.json	1542	1	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	1	0	0	64	95	0	1	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-organization-telecomSystem.json	1777	1	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	66	96	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-organization-telecomValue.json	1453	2	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	73	70	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-organization.json	7040	1	0	0	0	0	0	10	1	23	0	0	0	0	0	0	0	0	0	0	392	228	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-ehealth-overviewUsageMode.json	1723	1	1	0	0	0	0	2	0	8	0	0	0	0	0	0	0	1	0	0	65	65	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-patient-contactnote.json	1479	2	0	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	62	65	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-patient.json	8024	1	0	0	0	0	0	24	0	30	0	0	1	0	0	0	0	2	0	0	816	572	0	0	0	11	0	1
fsh-generated/resources/StructureDefinition-ehealth-performer.json	1598	2	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	64	71	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-performing-organization.json	1591	1	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	64	67	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-period.json	1455	1	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	61	69	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-plandefinition.json	6167	2	0	0	0	0	0	52	0	15	0	0	0	0	0	0	0	1	0	0	569	469	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-ehealth-practitioner.json	1671	1	0	0	0	0	0	9	0	8	0	0	0	0	0	0	0	1	0	0	212	170	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-ehealth-practitionerrole.json	1529	1	0	0	0	0	0	6	0	10	0	0	0	0	0	0	0	0	0	0	193	144	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-predecessor.json	1370	1	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	1	0	0	99	90	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-priority.json	1356	2	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	63	65	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-provenance-dateTimeOfReusedEntity.json	1465	1	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	72	66	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-provenance.json	2812	1	0	0	0	0	0	12	0	11	0	0	0	0	0	0	0	0	0	0	222	257	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-ehealth-purpose.json	1209	1	1	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	61	101	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-quality.json	4182	2	0	0	0	0	0	7	0	11	0	0	0	0	0	0	0	1	0	0	162	162	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-questionnaire-advanced.json	2141	1	0	0	0	0	0	36	0	31	0	0	10	0	0	0	0	1	0	0	551	684	0	0	0	8	0	0
fsh-generated/resources/StructureDefinition-ehealth-questionnaire-answerSignificance.json	3069	1	0	0	0	0	0	4	0	11	0	0	1	0	0	0	0	0	0	0	131	89	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-ehealth-questionnaire-feedback.json	3234	2	0	0	0	0	0	4	0	13	0	0	0	0	0	0	0	1	0	0	179	108	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-questionnaire-helpText.json	2999	1	0	0	0	0	0	11	0	11	0	0	0	0	0	0	0	0	0	0	145	96	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-questionnaire-image.json	5991	2	1	0	0	0	0	8	0	26	0	0	0	0	0	0	0	0	0	0	450	119	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-ehealth-questionnaire-intendedOrganization.json	1692	1	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0	64	65	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-questionnaire-recommendation.json	1596	2	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	63	66	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-questionnaire-shortText.json	1285	1	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	1	0	0	76	83	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-questionnaire-sliderStepValueDecimal.json	1486	1	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	62	72	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-questionnaire-type.json	1518	1	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	63	71	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-questionnaire.json	15914	2	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	1	0	0	806	485	0	0	0	11	0	1
fsh-generated/resources/StructureDefinition-ehealth-questionnaireresponse-finding-basis.json	4821	2	0	0	0	0	0	7	0	16	0	0	0	0	0	0	0	1	0	0	264	138	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-ehealth-questionnaireresponse.json	5037	1	0	0	0	0	0	6	0	15	0	0	0	0	0	0	0	0	0	0	271	287	0	1	0	3	0	0
fsh-generated/resources/StructureDefinition-ehealth-recommendation.json	1490	2	1	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	63	82	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-ehealth-referenceRange.json	3502	1	0	0	0	0	0	51	1	41	0	0	0	0	0	0	0	1	0	0	185	117	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-registration-deadline.json	1285	3	0	0	1	0	0	5	0	13	0	0	0	0	0	0	0	0	0	0	61	67	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-relatedperson.json	2666	2	0	0	0	0	0	11	0	8	0	0	0	0	0	0	0	0	0	0	213	167	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-ehealth-releasableResource.json	1441	1	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	61	67	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-resolved-timing.json	4766	2	0	0	0	0	0	8	0	8	0	0	0	0	0	0	0	1	0	0	223	122	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-ehealth-responsible-organization.json	1553	1	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	63	91	0	0	1	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-responsible.json	1660	1	1	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	64	80	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-restriction-category.json	1538	1	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	65	70	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-reuseCriteria.json	4835	2	0	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0	255	248	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-ehealth-revision.json	1256	1	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	3	0	0	60	106	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-servicerequest-statusHistory.json	2505	2	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	142	117	0	0	0	2	1	0
fsh-generated/resources/StructureDefinition-ehealth-servicerequest-statusSchedule.json	2678	1	0	0	0	0	0	3	0	10	0	0	0	0	0	0	0	1	0	0	145	108	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-servicerequest.json	8382	1	0	0	0	0	0	8	0	15	0	0	1	0	0	0	0	1	0	0	415	327	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-ehealth-sharingApprovalPolicy.json	1604	2	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	65	80	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-sharingPolicy.json	1518	1	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	63	134	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-skrs-patient.json	4021	1	0	0	0	0	0	24	0	14	0	0	0	0	0	0	0	1	0	0	371	321	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-ehealth-status.json	1355	2	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	62	70	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-task-category.json	1391	1	1	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	62	64	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-task-episodeOfCare.json	1375	1	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	63	72	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-task-responsible.json	1777	1	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	64	69	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-task.json	7363	2	0	0	0	0	0	24	0	18	0	0	0	0	0	0	0	1	0	0	466	322	0	1	0	10	0	1
fsh-generated/resources/StructureDefinition-ehealth-teamHistory.json	2729	1	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	1	0	0	144	87	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-teamschedule.json	3441	2	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	180	99	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-ehealth-thread-id.json	1407	2	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	62	72	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-title.json	1201	1	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	60	63	0	0	0	1	0	0
