URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://ehealth.sundhed.dk/cs/fs3-health-knowledge-and-development,3.1.0,active,,FS III, Viden og udvikling,FS III, Viden og udvikling,"FS III, Viden og udvikling","ValueSet/fs3-health"
http://ehealth.sundhed.dk/cs/fs3-health-musculoskeletal,3.1.0,active,,FS III, Bevægeapparat,FS III, Bevægeapparat,"FS III, Bevægeapparat","ValueSet/fs3-health"
http://ehealth.sundhed.dk/cs/fs3-health-nutrition,3.1.0,active,,FS III, Ernæring,FS III, Ernæring,"FS III, Ernæring","ValueSet/fs3-health"
http://ehealth.sundhed.dk/cs/fs3-health-pain-and-sensory-impressions,3.1.0,active,,FS III, Smerter og sanseindtryk,FS III, Smerter og sanseindtryk,"FS III, Smerter og sanseindtryk","ValueSet/fs3-health"
http://ehealth.sundhed.dk/cs/fs3-health-psychosocial-conditions,3.1.0,active,,FS III, Psykosociale forhold,FS III, Psykosociale forhold,"FS III, Psykosociale forhold","ValueSet/fs3-health"
http://ehealth.sundhed.dk/cs/fs3-health-respiration-and-circulation,3.1.0,active,,FS III, Respiration og cirkulation,FS III, Respiration og cirkulation,"FS III, Respiration og cirkulation","ValueSet/fs3-health"
http://ehealth.sundhed.dk/cs/fs3-health-sexuality,3.1.0,active,,FS III, Seksualitet,FS III, Seksualitet,"FS III, Seksualitet","ValueSet/fs3-health"
http://ehealth.sundhed.dk/cs/fs3-health-skin-and-mucous-membranes,3.1.0,active,,FS III, Hud og slimhinder,FS III, Hud og slimhinder,"FS III, Hud og slimhinder","ValueSet/fs3-health"
http://ehealth.sundhed.dk/cs/fs3-health-sleep-and-rest,3.1.0,active,,FS III, Søvn og hvile,FS III, Søvn og hvile,"FS III, Søvn og hvile","ValueSet/fs3-health"
http://ehealth.sundhed.dk/cs/fs3-scores,3.1.0,active,,FS III, niveauer,FS III, niveauer,"FS III, niveauer","ValueSet/competence-percentage-codes"
http://ehealth.sundhed.dk/cs/goal-description,3.1.0,active,,GoalDescription,Goal Description,"Goal Description","ValueSet/ehealth-goal-description"
http://ehealth.sundhed.dk/cs/jurisdiction,3.1.0,active,,Jurisdiction,Jurisdiction,"Jurisdiction","ValueSet/ehealth-jurisdiction"
http://ehealth.sundhed.dk/cs/library-type,3.1.0,active,,LibraryType,Library Type,"Library Type","ValueSet/ehealth-library-type"
http://ehealth.sundhed.dk/cs/measurement-sharing-approval-policies,3.1.0,active,,SharingApprovalPolicies,Sharing Approval Policies,"Sharing approval policies","ValueSet/ehealth-measurement-sharing-approval-policies"
http://ehealth.sundhed.dk/cs/measurement-sharing-policies,3.1.0,active,,MeasurementSharingPolicies,Measurement Sharing Policies,"Measurement sharing policies","ValueSet/ehealth-measurement-sharing-policies"
http://ehealth.sundhed.dk/cs/message-category,3.1.0,active,,MessageCategory,Message Category,"Message category types","ValueSet/message-category"
http://ehealth.sundhed.dk/cs/message-medium,3.1.0,active,,MessageMedium,Message Medium,"Message medium types","ValueSet/message-medium"
http://ehealth.sundhed.dk/cs/message-reasonCode,3.1.0,active,,MessageReasonCode,Message ReasonCode,"Message ReasonCode","ValueSet/ehealth-message-reasonCode"
http://ehealth.sundhed.dk/cs/modifier-role,3.1.0,active,,ModifierRole,Modifier Role,"Modifier Role","ValueSet/ehealth-modifier-role"
http://ehealth.sundhed.dk/cs/oio-bpp-roles,3.1.0,active,,OIOBPPRole,OIO-BPP Role,"OIO BPP Role","ConceptMap/oio-bpp-roles-to-careteam-participant-roles,ValueSet/ehealth-oio-bpp-roles"
http://ehealth.sundhed.dk/cs/oio-organization-type,3.1.0,active,,OIOOrganizationType,OIO Organization Type,"Organization types specific for organizations from OIO / STS-ORG","ValueSet/ehealth-oio-organization-type"
http://ehealth.sundhed.dk/cs/organization-relation-type,3.1.0,active,,OrganizationRelationType,Organization Relation Type,"Organization Relation Type","ValueSet/ehealth-organization-relation-type"
http://ehealth.sundhed.dk/cs/organization-source,3.1.0,active,,OrganizationSource,Organization Source,"Organization source type","ValueSet/ehealth-organization-source"
http://ehealth.sundhed.dk/cs/organization-synchronization-status,3.1.0,active,,OrganizationSynchronizationStatus,Organization Synchronization Status,"Organization synchronization status type","ValueSet/ehealth-organization-synchronization-status"
http://ehealth.sundhed.dk/cs/overviewUsageMode,3.1.0,active,,overviewUsageMode,Overview usage mode,"Identifies whether the specified element and/or results of the element should appear in overview or table presentation.","ValueSet/ehealth-overviewUsageMode"
http://ehealth.sundhed.dk/cs/percentage-codes,3.1.0,active,,Integer percentage codes,Integer percentage codes,"Integer percentage codes 0-100","ValueSet/competence-percentage-codes"
http://ehealth.sundhed.dk/cs/plandefinition-recommendation,3.1.0,active,,PlanDefinitionRecommendation,PlanDefinition Recommendation,"Plan Definition Recommendation","ValueSet/ehealth-plandefinition-recommendation"
http://ehealth.sundhed.dk/cs/priority,3.1.0,active,,Priority,Priority,"Priority","ValueSet/ehealth-priority"
http://ehealth.sundhed.dk/cs/quality-types,3.1.0,active,,QualityTypes,Quality Types,"Quality Types","ValueSet/ehealth-quality-types"
http://ehealth.sundhed.dk/cs/questionnaire-elements,3.1.0,active,,Questionnaire_Elements,Questionnaire Elements,"Questionnaire elements","ValueSet/ehealth-questionnaire-elements"
http://ehealth.sundhed.dk/cs/questionnaire-item-significance-indicator,3.1.0,active,,QuestionnaireItemSignificanceIndicator,Questionnaire Item Significance Indicator,"Questionnaire Item Significance Indicator","ValueSet/ehealth-questionnaire-significance-indicator"
http://ehealth.sundhed.dk/cs/questionnaire-recommendation,3.1.0,active,,QuestionnaireRecommendation,Questionnaire Recommendation,"Questionnaire Recommendation","ValueSet/ehealth-questionnaire-recommendation"
http://ehealth.sundhed.dk/cs/questionnaire-types,3.1.0,active,"1.2.208.999.9.9",QuestionnaireTypes,Questionnaire Types,"Questionnaire Types","ValueSet/ehealth-questionnaire-types"
http://ehealth.sundhed.dk/cs/reference-range-type,3.1.0,active,"1.2.208.176.7.200.1",ReferenceRangeType,Reference Range Type,"Reference Range Type","ValueSet/ehealth-clinicalimpression-finding-codes,ValueSet/ehealth-reference-range-type"
http://ehealth.sundhed.dk/cs/resolved-timing-type,3.1.0,active,,ResolvedTimingType,Resolved Timing Type,"Resolved Timing Type","ValueSet/resolved-timing-type"
http://ehealth.sundhed.dk/cs/restriction-category,3.1.0,active,,RestrictionCategory,Restriction Category,"Restriction Category","ValueSet/ehealth-restriction-category"
http://ehealth.sundhed.dk/cs/situation-quality,3.1.0,active,,SituationQuality,Situation Quality,"Codes stating the quality of a measurement situation","ValueSet/ehealth-situation-quality"
http://ehealth.sundhed.dk/cs/sor-organization-specialty,3.1.0,active,,SorOrganizationSpecialty,SOR Organization Specialty,"Organization specialties specific for organizations from Sor","ValueSet/sor-organization-specialty"
http://ehealth.sundhed.dk/cs/sor-organization-type,3.1.0,active,,SorOrganizationType,SOR Organization Type,"Organization types specific for organizations from Sor","ValueSet/ehealth-facility-type-codes,ValueSet/ehealth-sor-organization-type"
http://ehealth.sundhed.dk/cs/task-category,3.1.0,active,,TaskCategory,Task Category,"Task Category","ValueSet/ehealth-task-category,ValueSet/ehealth-message-reasonCode"
http://ehealth.sundhed.dk/cs/topic-type,3.1.0,active,,TopicType,Topic Type,"Topic type","ValueSet/ehealth-topic-type"
http://ehealth.sundhed.dk/cs/trigger-enablement-code,3.1.0,active,,TriggerEnablementCode,Trigger Enablement Code,"Trigger Enablement Code","ValueSet/ehealth-trigger-enablement-code"
http://ehealth.sundhed.dk/cs/usage-quality,3.1.0,active,,UsageQuality,Usage Quality,"Quality codes for usage or operating of measuring device","ValueSet/ehealth-usage-quality"
http://ehealth.sundhed.dk/cs/view-type,3.1.0,active,,ViewType,View types,"View types","ValueSet/ehealth-view-type"
http://hl7.org/fhir/action-selection-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.4.802",ActionSelectionBehavior,ActionSelectionBehavior,"Defines selection behavior of a group.","ValueSet/ehealth-trigger-behavior"
http://hl7.org/fhir/data-types,4.0.1,active,,DataType,DataType,"A version specific list of the data types defined by the FHIR specification for use as an element  type (any of the FHIR defined data types).","ConceptMap/conceptmap-obs-code-to-value-type,ValueSet/data-types"
http://hl7.org/fhir/episode-of-care-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.665",EpisodeOfCareStatus,EpisodeOfCareStatus,"The status of the episode of care.","ValueSet/episode-of-care-status"
http://hl7.org/fhir/metric-calibration-type,4.0.1,draft,"2.16.840.1.113883.4.642.4.651",DeviceMetricCalibrationType,DeviceMetricCalibrationType,"Describes the type of a metric calibration.","ValueSet/ehealth-device-calibration-type"
http://hl7.org/fhir/publication-status,4.0.1,active,"2.16.840.1.113883.4.642.4.4",PublicationStatus,PublicationStatus,"The lifecycle status of an artifact.","ValueSet/publication-status"
http://hl7.org/fhir/questionnaire-enable-operator,4.0.1,draft,"2.16.840.1.113883.4.642.4.1006",QuestionnaireItemOperator,QuestionnaireItemOperator,"The criteria by which a question is enabled.","ValueSet/questionnaire-enable-operator"
http://hl7.org/fhir/questionnaire-item-control,5.1.0,active,"2.16.840.1.113883.4.642.4.932,2.16.840.1.113883.4.642.1.849",QuestionnaireItemUIControlCodes,Questionnaire Item UI Control Codes System,"Starter set of user interface control/display mechanisms that might be used when rendering an item in a questionnaire.","ValueSet/ehealth-questionnaire-item-control"
http://hl7.org/fhir/request-priority,4.0.1,draft,"2.16.840.1.113883.4.642.4.116",RequestPriority,RequestPriority,"Identifies the level of importance to be assigned to actioning the request.","ValueSet/request-priority"
http://hl7.org/fhir/request-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.112",RequestStatus,RequestStatus,"Codes identifying the lifecycle stage of a request.","ValueSet/request-status"
http://hl7.org/fhir/resource-types,4.0.1,active,,ResourceType,ResourceType,"One of the resource types defined as part of this version of FHIR.","ConceptMap/activitydefinition-code-to-measurement-resource-type,ValueSet/ehealth-action-guidance-for-types,ValueSet/ehealth-view-for-type"
http://kl.dk/fhir/common/caresocial/CodeSystem/FSIII,3.1.0,active,"1.2.208.176.2.21",FSIII,FSIII,"Codes from FSIII","ValueSet/ehealth-conditions,ValueSet/kl.dk-fhir-common-caresocial-ValueSet-KLConditionCodesNursing"
http://loinc.org,3.1.0,active,"2.16.840.1.113883.6.1",LOINC,Logical Observation Identifiers, Names and Codes (LOINC),"LOINC provides a set of universal names and ID codes for identifying laboratory and clinical test results.1,2 LOINC facilitates the exchange and pooling of results, such as blood hemoglobin, serum potassium, or vital signs, for clinical care, outcomes management, and research. LOINC's universal identifiers (names and codes) can be used in the context of order and observation exchanges between information systems that use syntax standards such as HL73, CEN TC251, ISO TC215, ASTM4, and DICOM. Specifically, the identifier can be used as the coded value for an observation in any other standard that uses the observation/observation value paradigm, whether messages, documents, application programming interface (API), etc. For example, LOINC codes are used widely in the OBX segment Observation Identifier field (OBX-3) of an ORU HL7 (HL7 version 2.x or ASTM 1238-9410) message that may be sent between a Clinical Laboratory Information Management Systems (LIMS) and Electronic Health Record Systems (EHR).5, 6 In this way, LOINC codes provide universal identifiers that allow the exchange of clinical data between heterogeneous computing environments.","ValueSet/dk-ihe-typecode-vs,ValueSet/ehealth-document-type"
http://snomed.info/sct,null,active,"2.16.840.1.113883.6.96",SNOMED_CT,SNOMED CT (all versions),"SNOMED CT is the most comprehensive and precise clinical health terminology product in the world, owned and distributed around the world by The International Health Terminology Standards Development Organisation (IHTSDO).","ValueSet/ehealth-device-types,ConceptMap/activitydefinition-code-to-do-missing-measurement,ValueSet/dk-ihe-practicesettingcode-vs,ConceptMap/activitydefinition-code-to-do-reminder,ValueSet/ehealth-facility-type-codes,ValueSet/dk-ihe-healthcarefacilitytypecode-vs,ValueSet/sor-organization-specialty,ValueSet/ehealth-clinicalimpression-finding-codes,ValueSet/ehealth-document-class,ConceptMap/activitydefinition-code-to-measurement-resource-type,ValueSet/ehealth-activitydefinition-code,ValueSet/ehealth-questionnaire-types,ConceptMap/activitydefinition-code-to-perform-sharing,ValueSet/ehealth-sor-organization-type"
http://snomed.info/sct/554471000005108/version/20150731,3.1.0,active,"2.16.840.1.113883.6.96",Danish-SNOMED-CT-Extension,Danish SNOMED CT Extension,"Danish SNOMED CT Extension","ValueSet/ehealth-facility-type-codes,ValueSet/sor-organization-specialty,ValueSet/ehealth-sor-organization-type"
http://snomed.info/sct/554471000005108/version/20180331,3.1.0,active,"2.16.840.1.113883.6.96",Danish-SNOMED-CT-Extension,Danish SNOMED CT Extension,"Danish SNOMED CT Extension","ValueSet/ehealth-facility-type-codes,ValueSet/ehealth-sor-organization-type"
http://snomed.info/sct/554471000005108/version/20180930,3.1.0,active,"2.16.840.1.113883.6.96",Danish-SNOMED-CT-Extension,Danish SNOMED CT Extension,"Danish SNOMED CT Extension","ValueSet/ehealth-facility-type-codes,ValueSet/ehealth-sor-organization-type"
http://terminology.hl7.org/CodeSystem/data-absent-reason,1.0.0,active,"2.16.840.1.113883.4.642.4.1048",DataAbsentReason,DataAbsentReason,"Used to specify why the normally expected content of the data element is missing.","ValueSet/ehealth-data-absent-reason"
http://terminology.hl7.org/CodeSystem/definition-topic,1.0.1,active,"2.16.840.1.113883.4.642.1.1244",DefinitionTopic,DefinitionTopic,"High-level categorization of the definition, used for searching, sorting, and filtering.","ValueSet/ehealth-topic-type"
http://terminology.hl7.org/CodeSystem/library-type,1.0.1,active,"2.16.840.1.113883.4.642.1.1230",LibraryType,LibraryType,"The type of knowledge asset this library contains.","ValueSet/ehealth-library-type"
http://terminology.hl7.org/CodeSystem/referencerange-meaning,1.0.1,active,"2.16.840.1.113883.4.642.1.1124",ObservationReferenceRangeMeaningCodes,Observation Reference Range Meaning Codes,"This value set defines a set of codes that can be used to indicate the meaning/use of a reference range for a particular target population.","ValueSet/ehealth-reference-range-type"
http://terminology.hl7.org/CodeSystem/usage-context-type,2.0.1,active,"2.16.840.1.113883.4.642.1.1068",UsageContextType,UsageContextType,"A code that specifies a type of context being specified by a usage context.","ValueSet/ehealth-usage-context-type"
http://terminology.hl7.org/CodeSystem/v2-0532,2.0.0,active,"2.16.840.1.113883.18.347",ExpandedYesNoIndicator,expandedYes-NoIndicator,"HL7-defined code system of concepts used to specify an expansion on the original Yes/No indicator table by including ""flavors of null"".  It is intended to be applied to fields where the response is not limited to ""yes"" or ""no"".  Used in numerous locations in HL7 Version 2.x messaging.","ConceptMap/activitydefinition-code-to-do-missing-measurement,ConceptMap/activitydefinition-code-to-perform-sharing,ConceptMap/activitydefinition-code-to-do-reminder,ValueSet/v2-0532"
http://terminology.hl7.org/CodeSystem/v3-RoleCode,3.0.0,active,"2.16.840.1.113883.5.111",RoleCode,RoleCode,"A set of codes further specifying the kind of Role; specific classification codes for further qualifying RoleClass codes.","ValueSet/relatedperson-relationshiptype"
http://unitsofmeasure.org,3.0.1,active,"2.16.840.1.113883.6.8",UCUM,Unified Code for Units of Measure (UCUM),"The Unified Code for Units of Measure (UCUM) is a code system intended to include all units of measures being contemporarily used in international science, engineering, and business. The purpose is to facilitate unambiguous electronic communication of quantities together with their units. The focus is on electronic communication, as opposed to communication between humans. A typical application of The Unified Code for Units of Measure are electronic data interchange (EDI) protocols, but there is nothing that prevents it from being used in other types of machine communication.","ConceptMap/conceptmap-ucum-to-printsymbol,ConceptMap/conceptmap-obs-code-to-ucum"
urn:oid:1.2.208.176.2.1,3.1.0,active,"1.2.208.176.2.1",npu-dk,NPU DK,"It is the translation into Danish of the International NPU Terminology. The NPU terminology defines types of clinical laboratory results expressed as patient properties, with measurement units where relevant, and with individual identifiers. The NPU terminology is owned by: the International Union of Pure and Applied Chemistry (IUPAC) and the International Federation of Clinical Chemistry and laboratory medicine (IFCC). The Danish Health Data Authority (see OID {iso(1) member-body(2) dk(208) nsi(176)}) serves as the international repository for the international version. Child OIDs may be registered by the Danish Health Data Authority on decision by the NPU Terminology Steering Committee. OIDs for the national versions are registered by the National Release Centers.","ConceptMap/conceptmap-obs-code-to-value-type,ConceptMap/activitydefinition-code-to-do-missing-measurement,ValueSet/dk-ihe-eventcodelists-vs,ValueSet/ehealth-observation-codes,ConceptMap/activitydefinition-code-to-measurement-resource-type,ValueSet/ehealth-device-measurement-unit,ConceptMap/activitydefinition-code-to-perform-sharing,ConceptMap/activitydefinition-code-to-do-reminder,ConceptMap/conceptmap-obs-code-to-ucum"
urn:oid:1.2.208.176.2.4,3.1.0,active,"1.2.208.176.2.4",SKS,Sundhedsvæsenets klassifikationssystem (SKS),"","ValueSet/ehealth-conditions,ConceptMap/activitydefinition-code-to-do-missing-measurement,ValueSet/dk-ihe-eventcodelists-vs,ValueSet/ehealth-observation-codes,ConceptMap/activitydefinition-code-to-measurement-resource-type,ConceptMap/activitydefinition-code-to-observation-code,ValueSet/ehealth-health-conditions,ValueSet/ehealth-activitydefinition-code,ConceptMap/activitydefinition-code-to-perform-sharing,ConceptMap/activitydefinition-code-to-do-reminder"
urn:oid:1.2.208.176.7.3.1,3.1.0,active,"1.2.208.176.7.3.1",Questionnaires_used_in_the_Danish_Patient_Reported_Outcome_PRO,Questionnaires used in the Danish Patient Reported Outcome (PRO),"Code system for questionnaires used in the Danish Patient Reported","ValueSet/dk-ihe-eventcodelists-vs"
urn:oid:1.2.208.184.100.1,3.1.0,active,"1.2.208.184.100.1",MedCom Message Codes,null,"MedCom Message Codes.","ValueSet/ehealth-clinicalimpression-finding-codes,ValueSet/dk-ihe-typecode-vs,ValueSet/ehealth-reference-range-type"
urn:oid:1.2.208.184.100.10,3.1.0,active,"1.2.208.184.100.10",DK_IHE_FormatCode_CS,null,"Code system for document format code used in national Document sharing","ValueSet/dk-ihe-formatcode-vs"
urn:oid:1.2.208.184.100.8,3.1.0,active,"1.2.208.184.100.8",DAK-E-Codes,DAK-E Codes,"Procedure and observation codes used for communication and administration of laboratory results in Denmark.","ConceptMap/conceptmap-obs-code-to-value-type,ConceptMap/activitydefinition-code-to-do-missing-measurement,ValueSet/dk-ihe-eventcodelists-vs,ValueSet/ehealth-observation-codes,ConceptMap/activitydefinition-code-to-measurement-resource-type,ConceptMap/activitydefinition-code-to-observation-code,ConceptMap/activitydefinition-code-to-perform-sharing,ConceptMap/activitydefinition-code-to-do-reminder,ConceptMap/conceptmap-obs-code-to-ucum"
urn:oid:1.2.208.184.100.9,3.1.0,active,"1.2.208.184.100.9",DK_IHE_ClassCode_CS,null,"Code system for the classCode attribute","ValueSet/dk-ihe-classcode-vs"
